Basin,Name,Date,Time,Indicator,Status,Latitude,Longitude,Max_Wind_Speed,Min_Pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW,Radius_Max_Wind
AL071943,UNNAMED,19431001,0,L,TS,37.7N,75.7W,55,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031944,UNNAMED,19440801,2300,L,HU,33.9N,78.1W,70,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL061944,UNNAMED,19440910,1900,L,TS,29.3N,89.4W,55,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061944,UNNAMED,19440910,2300,L,TS,30.3N,88.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071944,UNNAMED,19440915,200,L,HU,40.9N,72.2W,90,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL071944,UNNAMED,19440915,400,L,HU,41.4N,71.6W,85,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL131944,UNNAMED,19441018,2100,L,HU,24.6N,82.9W,105,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL131944,UNNAMED,19441019,700,L,HU,27.2N,82.5W,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL011945,UNNAMED,19450624,800,L,HU,28.6N,82.7W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,19450626,100,L,HU,34.7N,76.6W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051945,UNNAMED,19450827,1200,L,HU,28.2N,96.7W,100,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL071945,UNNAMED,19450905,0,L,TS,26.5N,82.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,19450915,1930,L,HU,25.3N,80.3W,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,19450915,2000,L,HU,25.4N,80.4W,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,19450917,1100,L,TS,32.1N,80.9W,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021946,UNNAMED,19460706,800,L,TS,33.9N,78.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031946,UNNAMED,19460825,1900,L,TS,22.1N,97.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041946,UNNAMED,19460912,1700,L,TS,25.0N,78.2W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041946,UNNAMED,19460912,2300,L,TS,25.9N,77.3W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,19461007,400,L,HU,22.2N,83.9W,80,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,19461008,200,L,HU,27.5N,82.6W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL071946,UNNAMED,19461101,300,L,TS,23.4N,75.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,19461101,1200,L,TS,24.6N,77.8W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,19461101,2200,L,TS,26.6N,80.1W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011947,UNNAMED,19470802,0,L,TS,25.6N,97.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021947,UNNAMED,19470812,1600,L,TS,19.9N,87.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021947,UNNAMED,19470815,1000,L,HU,21.7N,97.5W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031947,UNNAMED,19470822,1400,L,TS,29.1N,90.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031947,UNNAMED,19470824,2200,L,HU,29.2N,94.9W,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,19470916,1900,L,HU,26.7N,77.1W,105,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,19470917,1630,L,HU,26.1N,80.1W,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL041947,UNNAMED,19470919,1400,L,HU,29.6N,89.5W,95,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL051947,UNNAMED,19470908,1400,L,TS,30.3N,88.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,19470921,2200,L,TS,21.6N,82.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,19470922,300,L,TS,22.5N,83.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,19470923,2200,L,TS,28.9N,82.7W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,19471007,400,L,TS,30.8N,81.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,19471011,700,L,TS,22.2N,83.6W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,19471012,200,L,HU,25.4N,81.2W,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,19471015,1100,L,HU,31.8N,80.9W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL021948,UNNAMED,19480709,700,L,TS,30.3N,87.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041948,UNNAMED,19480831,2200,L,TS,13.8N,60.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051948,UNNAMED,19480904,700,L,HU,29.1N,90.5W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,19480920,2200,L,HU,22.3N,82.1W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,19480921,100,L,HU,22.7N,82.0W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,19480921,1700,L,HU,24.6N,81.6W,105,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081948,UNNAMED,19480922,500,L,HU,25.8N,81.3W,115,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091948,UNNAMED,19481005,700,L,HU,22.4N,83.2W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,19481005,1800,L,HU,24.7N,81.2W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,19481005,2000,L,HU,25.1N,80.9W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL091948,UNNAMED,19481007,2200,L,HU,32.3N,64.9W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021949,UNNAMED,19490826,2300,L,HU,26.6N,80.0W,115,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL031949,UNNAMED,19490901,600,L,TS,13.9N,61.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051949,UNNAMED,19490904,1200,L,TS,29.3N,90.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071949,UNNAMED,19490913,800,L,TS,34.3N,77.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091949,UNNAMED,19490926,800,L,TS,19.5N,96.3W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101949,UNNAMED,19490922,1500,L,TS,18.4N,70.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111949,UNNAMED,19491004,500,L,HU,28.8N,95.6W,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL161949,UNNAMED,19491104,1400,L,TS,15.6N,84.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011950,ABLE,19500821,1600,L,HU,44.6N,63.7W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,BAKER,19500822,1200,L,TS,16.8N,62.2W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,BAKER,19500831,300,L,HU,30.2N,88.0W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL021950,BAKER,19500831,400,L,HU,30.7N,87.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051950,EASY,19500903,100,L,HU,21.5N,82.6W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,EASY,19500903,700,L,HU,22.7N,82.3W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,EASY,19500905,1700,L,HU,29.1N,82.8W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051950,EASY,19500906,400,L,HU,28.5N,82.7W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091950,ITEM,19501011,400,L,HU,18.9N,95.9W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,KING,19501016,2200,L,HU,20.9N,78.3W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,KING,19501018,500,L,HU,25.7N,80.2W,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL131950,LOVE,19501021,1100,L,TS,29.7N,83.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,ABLE,19510518,1200,L,HU,27.0N,77.9W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,CHARLIE,19510818,300,L,HU,17.9N,76.9W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,CHARLIE,19510820,200,L,HU,20.3N,87.0W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,CHARLIE,19510820,300,L,HU,20.4N,87.3W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,CHARLIE,19510822,1900,L,HU,22.3N,97.8W,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081951,GEORGE,19510921,1400,L,TS,21.6N,97.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,HOW,19511002,1000,L,TS,26.7N,82.3W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,ABLE,19520831,300,L,HU,32.3N,80.6W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031952,UNNAMED,19520828,300,L,TS,33.7N,78.7W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,FOX,19521024,1800,L,HU,22.0N,80.9W,125,934,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,FOX,19521025,1900,L,TS,24.4N,78.3W,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,FOX,19521026,1000,L,HU,24.7N,76.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,FOX,19521026,1500,L,HU,24.5N,75.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,ALICE,19530526,1800,L,TS,15.4N,83.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,ALICE,19530531,1300,L,TS,21.9N,84.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,ALICE,19530606,1700,L,TS,30.3N,85.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,BARBARA,19530814,300,L,HU,35.0N,76.1W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,BARBARA,19530814,500,L,HU,35.4N,76.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,BARBARA,19530814,900,L,HU,36.1N,75.9W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,CAROL,19530907,2000,L,HU,44.2N,66.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,CAROL,19530907,2200,L,HU,45.3N,65.8W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,DOLLY,19530912,500,L,TS,32.3N,64.8W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081953,UNNAMED,19530920,1700,L,TS,29.0N,82.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091953,FLORENCE,19530926,1500,L,HU,30.3N,86.2W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121953,HAZEL,19531009,1500,L,HU,26.7N,82.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121953,HAZEL,19531009,1600,L,HU,26.7N,82.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031954,ALICE,19540625,1400,L,HU,25.0N,97.6W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051954,BARBARA,19540729,1000,L,TS,29.7N,92.8W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,CAROL,19540831,1400,L,HU,40.9N,72.2W,100,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL061954,CAROL,19540831,1500,L,HU,41.3N,72.0W,100,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL081954,EDNA,19540911,1830,L,HU,41.4N,70.5W,95,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL081954,EDNA,19540911,1900,L,HU,41.7N,70.3W,95,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL081954,EDNA,19540911,1930,L,HU,41.9N,70.1W,90,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL101954,FLORENCE,19540912,1100,L,TS,20.4N,96.8W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121954,GILDA,19540927,1700,L,TS,16.7N,88.4W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,HAZEL,19541006,0,L,HU,12.2N,61.6W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,HAZEL,19541012,900,L,HU,18.3N,74.2W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,HAZEL,19541013,0,L,HU,19.6N,73.4W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,HAZEL,19541013,1400,L,HU,21.0N,73.1W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,HAZEL,19541015,1530,L,HU,33.9N,78.6W,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL161954,ALICE,19550102,2100,L,HU,18.0N,63.0W,65,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011955,BRENDA,19550801,1700,L,TS,29.7N,89.4W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021955,CONNIE,19550812,1500,L,HU,34.7N,76.7W,85,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL031955,DIANE,19550817,1200,L,TS,34.0N,77.9W,60,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051955,UNNAMED,19550827,400,L,TS,30.0N,89.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071955,GLADYS,19550905,2200,L,HU,23.1N,97.8W,65,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081955,IONE,19550919,1100,L,HU,34.7N,76.7W,90,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL091955,HILDA,19550913,2100,L,HU,20.2N,74.2W,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091955,HILDA,19550915,300,L,HU,19.3N,81.2W,65,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091955,HILDA,19550916,1400,L,HU,19.7N,87.7W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091955,HILDA,19550919,1100,L,HU,22.3N,97.9W,105,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101955,JANET,19550923,0,L,HU,12.6N,61.4W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101955,JANET,19550927,1700,L,HU,17.4N,83.9W,140,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101955,JANET,19550928,500,L,HU,18.4N,87.8W,150,914,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101955,JANET,19550929,1800,L,HU,19.8N,96.4W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131955,KATIE,19551017,500,L,HU,18.0N,71.7W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011956,UNNAMED,19560613,1700,L,TS,29.1N,90.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021956,ANNA,19560726,2100,L,HU,21.7N,97.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051956,DORA,19560912,1800,L,TS,20.9N,97.3W,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071956,FLOSSY,19560924,1000,L,HU,29.1N,89.4W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071956,FLOSSY,19560925,0,L,HU,30.4N,86.4W,80,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL111956,UNNAMED,19561015,2100,L,TS,25.2N,80.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011957,UNNAMED,19570609,30,L,TS,30.1N,84.2W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021957,AUDREY,19570627,1330,L,HU,29.8N,93.7W,110,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL031957,BERTHA,19570810,600,L,TS,29.7N,93.9W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051957,DEBBIE,19570908,1700,L,TS,30.3N,86.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061957,ESTHER,19570918,1200,L,TS,29.2N,90.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011958,ALMA,19580615,800,L,TS,24.9N,97.6W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580901,1200,L,HU,18.2N,73.4W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580902,0,L,HU,20.0N,76.2W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580903,1100,L,TS,21.8N,82.7W,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580903,1700,L,TS,22.1N,84.0W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580906,800,L,TS,27.5N,97.2W,50,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071958,GERDA,19580914,2100,L,TS,18.0N,71.2W,50,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071958,GERDA,19580920,800,L,TS,24.5N,97.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101958,JANICE,19581006,300,L,TS,22.0N,80.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101958,JANICE,19581006,1600,L,TS,24.2N,78.0W,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101958,JANICE,19581006,2100,L,HU,25.1N,77.1W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101958,JANICE,19581006,2300,L,HU,25.5N,76.8W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011959,ARLENE,19590530,2200,L,TS,29.6N,91.6W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031959,UNNAMED,19590618,800,L,TS,28.0N,82.8W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041959,CINDY,19590709,400,L,HU,33.0N,79.6W,65,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL041959,CINDY,19590711,1200,L,TS,41.7N,70.7W,50,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051959,DEBRA,19590725,500,L,HU,29.1N,95.2W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL061959,EDITH,19590818,1000,L,TS,15.3N,61.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081959,GRACIE,19590929,1700,L,HU,32.5N,80.4W,115,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL101959,IRENE,19591008,1000,L,TS,30.3N,87.6W,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111959,JUDITH,19591018,1400,L,TS,26.7N,82.3W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011960,UNNAMED,19600624,400,L,TS,26.9N,97.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021960,ABBY,19600710,1200,L,TS,13.9N,60.9W,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021960,ABBY,19600715,600,L,HU,16.3N,86.6W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021960,ABBY,19600715,1400,L,HU,16.5N,88.4W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031960,BRENDA,19600729,600,L,TS,29.7N,83.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031960,BRENDA,19600729,2100,L,TS,33.9N,78.2W,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,DONNA,19600904,2200,L,HU,17.7N,61.8W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,DONNA,19600905,400,L,HU,18.1N,63.0W,110,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,DONNA,19600908,600,L,HU,22.2N,74.3W,105,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,DONNA,19600908,1600,L,HU,22.4N,75.8W,105,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,DONNA,19600910,700,L,HU,24.8N,80.9W,125,930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051960,DONNA,19600910,1600,L,HU,25.9N,81.6W,105,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051960,DONNA,19600912,400,L,HU,34.6N,77.3W,90,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
AL051960,DONNA,19600912,1900,L,HU,40.7N,72.9W,85,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
AL051960,DONNA,19600912,2000,L,HU,41.3N,72.4W,80,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
AL061960,ETHEL,19600915,2100,L,HU,30.4N,89.0W,70,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071960,FLORENCE,19600919,900,L,TS,21.1N,73.1W,35,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011961,ANNA,19610723,1200,L,HU,15.8N,84.3W,70,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011961,ANNA,19610724,100,L,HU,16.1N,86.9W,75,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011961,ANNA,19610724,1000,L,HU,16.4N,88.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031961,CARLA,19610911,2000,L,HU,28.3N,96.4W,125,931,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL041961,DEBBIE,19610906,1300,L,TS,15.0N,23.4W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051961,ESTHER,19610926,500,L,TS,41.3N,70.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
